CustomerID,CustomerName,City,Segment
C0064,Customer_64,Bengaluru,Regular
C0065,Customer_65,Ahmedabad,Premium
C0066,Customer_66,Pune,Corporate
C0067,Customer_67,Bengaluru,Premium
C0068,Customer_68,Chandigarh,Regular
C0069,Customer_69,Hyderabad,Regular
C0070,Customer_70,Chennai,Corporate
C0071,Customer_71,Mumbai,Corporate
C0072,Customer_72,Chandigarh,Corporate
C0073,Customer_73,Jaipur,Regular
C0074,Customer_74,Mumbai,Regular
C0075,Customer_75,Mumbai,Corporate
C0076,Customer_76,Indore,Premium
C0077,Customer_77,Hyderabad,Premium
C0078,Customer_78,Jaipur,Regular
C0079,Customer_79,Pune,Regular
C0080,Customer_80,Chandigarh,Regular
C0081,Customer_81,Hyderabad,Premium
C0082,Customer_82,Indore,Regular
C0083,Customer_83,Chennai,Corporate
C0084,Customer_84,Mumbai,Premium
C0085,Customer_85,Delhi,Corporate
C0086,Customer_86,Bengaluru,Regular
C0087,Customer_87,Delhi,Premium
C0088,Customer_88,Bengaluru,Premium
C0089,Customer_89,Delhi,Premium
C0090,Customer_90,Mumbai,Regular
C0091,Customer_91,Indore,Corporate
C0092,Customer_92,Indore,Corporate
C0093,Customer_93,Ahmedabad,Regular
C0094,Customer_94,Chandigarh,Premium
C0095,Customer_95,Ahmedabad,Corporate
C0096,Customer_96,Indore,Corporate
C0097,Customer_97,Indore,Premium
C0098,Customer_98,Chandigarh,Regular
C0099,Customer_99,Chandigarh,Regular
C0100,Customer_100,Jaipur,Corporate
C0101,Customer_101,Chandigarh,Corporate
C0102,Customer_102,Indore,Regular
C0103,Customer_103,Jaipur,Corporate
C0104,Customer_104,Mumbai,Premium
C0105,Customer_105,Mumbai,Corporate
C0106,Customer_106,Mumbai,Regular
C0107,Customer_107,Jaipur,Regular
C0108,Customer_108,Hyderabad,Corporate
C0109,Customer_109,Chennai,Corporate
C0110,Customer_110,Chennai,Corporate
C0111,Customer_111,Indore,Corporate
C0112,Customer_112,Chennai,Premium
C0113,Customer_113,Chennai,Regular
C0114,Customer_114,Jaipur,Regular
C0115,Customer_115,Ahmedabad,Regular
C0116,Customer_116,Chennai,Premium
C0117,Customer_117,Bengaluru,Corporate
C0118,Customer_118,Mumbai,Regular
C0119,Customer_119,Delhi,Regular
C0120,Customer_120,Chennai,Regular
C0121,Customer_121,Ahmedabad,Regular
C0122,Customer_122,Delhi,Regular
C0123,Customer_123,Mumbai,Corporate
C0124,Customer_124,Jaipur,Premium
C0125,Customer_125,Hyderabad,Premium
C0126,Customer_126,Pune,Premium
C0127,Customer_127,Pune,Regular
C0128,Customer_128,Jaipur,Premium
C0129,Customer_129,Ahmedabad,Premium
C0130,Customer_130,Chennai,Corporate
C0131,Customer_131,Jaipur,Premium
C0132,Customer_132,Hyderabad,Regular
C0133,Customer_133,Mumbai,Regular
C0134,Customer_134,Indore,Regular
C0135,Customer_135,Chandigarh,Premium
C0136,Customer_136,Chennai,Corporate
C0137,Customer_137,Chandigarh,Regular
C0138,Customer_138,Delhi,Regular
C0139,Customer_139,Pune,Premium
C0140,Customer_140,Ahmedabad,Corporate
C0141,Customer_141,Hyderabad,Premium
C0142,Customer_142,Hyderabad,Corporate
C0143,Customer_143,Delhi,Premium
C0144,Customer_144,Indore,Premium
C0145,Customer_145,Indore,Corporate
C0146,Customer_146,Indore,Regular
C0147,Customer_147,Chennai,Corporate
C0148,Customer_148,Jaipur,Premium
C0149,Customer_149,Delhi,Premium
C0150,Customer_150,Hyderabad,Regular
C0151,Customer_151,Hyderabad,Regular
C0152,Customer_152,Mumbai,Corporate
C0153,Customer_153,Chandigarh,Corporate
C0154,Customer_154,Chandigarh,Corporate
C0155,Customer_155,Hyderabad,Corporate
C0156,Customer_156,Indore,Regular
C0157,Customer_157,Bengaluru,Corporate
C0158,Customer_158,Chennai,Premium
C0159,Customer_159,Chennai,Regular
C0160,Customer_160,Chennai,Premium
C0161,Customer_161,Mumbai,Regular
C0162,Customer_162,Chennai,Regular
C0163,Customer_163,Chandigarh,Premium
C0164,Customer_164,Chennai,Corporate
C0165,Customer_165,Delhi,Premium
C0166,Customer_166,Jaipur,Premium
C0167,Customer_167,Bengaluru,Premium
C0168,Customer_168,Ahmedabad,Regular
C0169,Customer_169,Chennai,Premium
C0170,Customer_170,Ahmedabad,Regular
C0171,Customer_171,Delhi,Corporate
C0172,Customer_172,Pune,Corporate
C0173,Customer_173,Indore,Corporate
C0174,Customer_174,Indore,Regular
C0175,Customer_175,Jaipur,Premium
C0176,Customer_176,Ahmedabad,Premium
C0177,Customer_177,Jaipur,Premium
C0178,Customer_178,Indore,Corporate
C0179,Customer_179,Ahmedabad,Regular
C0180,Customer_180,Ahmedabad,Regular
C0181,Customer_181,Pune,Regular
C0182,Customer_182,Pune,Premium
C0183,Customer_183,Mumbai,Premium
C0184,Customer_184,Pune,Regular
C0185,Customer_185,Hyderabad,Corporate
C0186,Customer_186,Bengaluru,Premium
C0187,Customer_187,Jaipur,Regular
C0188,Customer_188,Delhi,Regular
C0189,Customer_189,Hyderabad,Regular
C0190,Customer_190,Ahmedabad,Regular
C0191,Customer_191,Hyderabad,Premium
C0192,Customer_192,Hyderabad,Corporate
C0193,Customer_193,Mumbai,Premium
C0194,Customer_194,Delhi,Regular
C0195,Customer_195,Chandigarh,Corporate
C0196,Customer_196,Delhi,Regular
C0197,Customer_197,Delhi,Corporate
C0198,Customer_198,Ahmedabad,Premium
C0199,Customer_199,Chandigarh,Corporate
C0200,Customer_200,Chandigarh,Regular
C0201,Customer_201,Hyderabad,Premium
C0202,Customer_202,Mumbai,Premium
C0203,Customer_203,Pune,Regular
C0204,Customer_204,Mumbai,Corporate
C0205,Customer_205,Chandigarh,Corporate
C0206,Customer_206,Hyderabad,Corporate
C0207,Customer_207,Ahmedabad,Regular
C0208,Customer_208,Delhi,Premium
C0209,Customer_209,Jaipur,Premium
C0210,Customer_210,Pune,Regular
C0211,Customer_211,Mumbai,Corporate
C0212,Customer_212,Jaipur,Regular
C0213,Customer_213,Hyderabad,Premium
C0214,Customer_214,Indore,Regular
C0215,Customer_215,Jaipur,Corporate
C0216,Customer_216,Chennai,Corporate
C0217,Customer_217,Delhi,Regular
C0218,Customer_218,Mumbai,Regular
C0219,Customer_219,Indore,Regular
C0220,Customer_220,Chennai,Corporate
C0221,Customer_221,Mumbai,Premium
C0222,Customer_222,Hyderabad,Corporate
C0223,Customer_223,Chandigarh,Premium
C0224,Customer_224,Chandigarh,Regular
C0225,Customer_225,Hyderabad,Corporate
C0226,Customer_226,Chandigarh,Regular
C0227,Customer_227,Pune,Regular
C0228,Customer_228,Indore,Corporate
C0229,Customer_229,Chandigarh,Premium
C0230,Customer_230,Bengaluru,Premium
C0231,Customer_231,Hyderabad,Regular
C0232,Customer_232,Mumbai,Corporate
C0233,Customer_233,Delhi,Premium
C0234,Customer_234,Ahmedabad,Corporate
C0235,Customer_235,Hyderabad,Corporate
C0236,Customer_236,Mumbai,Corporate
C0237,Customer_237,Chennai,Regular
C0238,Customer_238,Bengaluru,Corporate
C0239,Customer_239,Bengaluru,Corporate
C0240,Customer_240,Hyderabad,Corporate
C0241,Customer_241,Indore,Corporate
C0242,Customer_242,Mumbai,Regular
C0243,Customer_243,Indore,Corporate
C0244,Customer_244,Mumbai,Corporate
C0245,Customer_245,Bengaluru,Regular
C0246,Customer_246,Delhi,Premium
C0247,Customer_247,Ahmedabad,Premium
C0248,Customer_248,Chandigarh,Corporate
C0249,Customer_249,Chandigarh,Corporate
C0250,Customer_250,Jaipur,Premium
C0251,Customer_251,Chandigarh,Corporate
C0252,Customer_252,Bengaluru,Corporate
C0253,Customer_253,Mumbai,Corporate
C0254,Customer_254,Chandigarh,Premium
C0255,Customer_255,Chennai,Premium
C0256,Customer_256,Bengaluru,Regular
C0257,Customer_257,Jaipur,Regular
C0258,Customer_258,Mumbai,Regular
C0259,Customer_259,Chennai,Corporate
C0260,Customer_260,Bengaluru,Corporate
C0261,Customer_261,Delhi,Premium
C0262,Customer_262,Indore,Corporate
C0263,Customer_263,Mumbai,Regular
C0264,Customer_264,Chandigarh,Corporate
C0265,Customer_265,Indore,Premium
C0266,Customer_266,Hyderabad,Premium
C0267,Customer_267,Chandigarh,Regular
C0268,Customer_268,Hyderabad,Premium
C0269,Customer_269,Delhi,Corporate
C0270,Customer_270,Indore,Corporate
C0271,Customer_271,Ahmedabad,Regular
C0272,Customer_272,Chennai,Corporate
C0273,Customer_273,Chennai,Corporate
C0274,Customer_274,Chennai,Premium
C0275,Customer_275,Indore,Premium
C0276,Customer_276,Jaipur,Corporate
C0277,Customer_277,Chandigarh,Premium
C0278,Customer_278,Ahmedabad,Premium
C0279,Customer_279,Hyderabad,Corporate
C0280,Customer_280,Chandigarh,Regular
C0281,Customer_281,Mumbai,Premium
C0282,Customer_282,Pune,Corporate
C0283,Customer_283,Hyderabad,Regular
C0284,Customer_284,Ahmedabad,Premium
C0285,Customer_285,Bengaluru,Premium
C0286,Customer_286,Indore,Premium
C0287,Customer_287,Pune,Regular
C0288,Customer_288,Hyderabad,Premium
C0289,Customer_289,Pune,Corporate
C0290,Customer_290,Chennai,Corporate
C0291,Customer_291,Hyderabad,Regular
C0292,Customer_292,Delhi,Premium
C0293,Customer_293,Chandigarh,Premium
C0294,Customer_294,Hyderabad,Premium
C0295,Customer_295,Indore,Premium
C0296,Customer_296,Chandigarh,Regular
C0297,Customer_297,Chennai,Regular
C0298,Customer_298,Bengaluru,Premium
C0299,Customer_299,Mumbai,Regular
C0300,Customer_300,Bengaluru,Corporate
C0301,Customer_301,Ahmedabad,Corporate
C0302,Customer_302,Hyderabad,Corporate
C0303,Customer_303,Jaipur,Corporate
C0304,Customer_304,Chennai,Regular
C0305,Customer_305,Mumbai,Regular
C0306,Customer_306,Chennai,Premium
C0307,Customer_307,Pune,Corporate
C0308,Customer_308,Ahmedabad,Corporate
C0309,Customer_309,Delhi,Premium
C0310,Customer_310,Mumbai,Regular
C0311,Customer_311,Pune,Premium
C0312,Customer_312,Chandigarh,Regular
C0313,Customer_313,Mumbai,Premium
C0314,Customer_314,Bengaluru,Premium
C0315,Customer_315,Chennai,Regular
C0316,Customer_316,Hyderabad,Premium
C0317,Customer_317,Ahmedabad,Corporate
C0318,Customer_318,Mumbai,Regular
C0319,Customer_319,Delhi,Regular
C0320,Customer_320,Hyderabad,Premium
C0321,Customer_321,Chandigarh,Corporate
C0322,Customer_322,Delhi,Corporate
C0323,Customer_323,Mumbai,Regular
C0324,Customer_324,Ahmedabad,Regular
C0325,Customer_325,Pune,Premium
C0326,Customer_326,Delhi,Premium
C0327,Customer_327,Mumbai,Regular
C0328,Customer_328,Bengaluru,Corporate
C0329,Customer_329,Bengaluru,Corporate
C0330,Customer_330,Bengaluru,Regular
C0331,Customer_331,Jaipur,Regular
C0332,Customer_332,Hyderabad,Regular
C0333,Customer_333,Chennai,Corporate
C0334,Customer_334,Indore,Corporate
C0335,Customer_335,Ahmedabad,Premium
C0336,Customer_336,Indore,Premium
C0337,Customer_337,Mumbai,Premium
C0338,Customer_338,Ahmedabad,Premium
C0339,Customer_339,Bengaluru,Regular
C0340,Customer_340,Jaipur,Corporate
C0341,Customer_341,Bengaluru,Premium
C0342,Customer_342,Chandigarh,Regular
C0343,Customer_343,Bengaluru,Regular
C0344,Customer_344,Bengaluru,Premium
C0345,Customer_345,Mumbai,Regular
C0346,Customer_346,Jaipur,Premium
C0347,Customer_347,Chennai,Corporate
C0348,Customer_348,Mumbai,Premium
C0349,Customer_349,Delhi,Regular
C0350,Customer_350,Indore,Regular
C0351,Customer_351,Bengaluru,Regular
C0352,Customer_352,Jaipur,Corporate
C0353,Customer_353,Pune,Corporate
C0354,Customer_354,Delhi,Regular
C0355,Customer_355,Chennai,Corporate
C0356,Customer_356,Delhi,Corporate
C0357,Customer_357,Jaipur,Corporate
C0358,Customer_358,Chennai,Corporate
C0359,Customer_359,Pune,Corporate
C0360,Customer_360,Pune,Corporate
C0361,Customer_361,Mumbai,Premium
C0362,Customer_362,Pune,Premium
C0363,Customer_363,Pune,Regular
C0364,Customer_364,Delhi,Regular
C0365,Customer_365,Chennai,Regular
C0366,Customer_366,Indore,Premium
C0367,Customer_367,Pune,Corporate
C0368,Customer_368,Mumbai,Corporate
C0369,Customer_369,Jaipur,Premium
C0370,Customer_370,Bengaluru,Corporate
C0371,Customer_371,Ahmedabad,Premium
C0372,Customer_372,Mumbai,Premium
C0373,Customer_373,Jaipur,Premium
C0374,Customer_374,Delhi,Premium
C0375,Customer_375,Hyderabad,Premium
C0376,Customer_376,Ahmedabad,Regular
C0377,Customer_377,Mumbai,Corporate
C0378,Customer_378,Ahmedabad,Corporate
C0379,Customer_379,Chennai,Premium
C0380,Customer_380,Chennai,Regular
C0381,Customer_381,Delhi,Premium
C0382,Customer_382,Indore,Premium
C0383,Customer_383,Ahmedabad,Regular
C0384,Customer_384,Jaipur,Premium
C0385,Customer_385,Hyderabad,Corporate
C0386,Customer_386,Pune,Premium
C0387,Customer_387,Jaipur,Regular
C0388,Customer_388,Bengaluru,Premium
C0389,Customer_389,Pune,Premium
C0390,Customer_390,Jaipur,Corporate
C0391,Customer_391,Hyderabad,Premium
C0392,Customer_392,Chandigarh,Premium
C0393,Customer_393,Indore,Premium
C0394,Customer_394,Hyderabad,Premium
C0395,Customer_395,Jaipur,Regular
C0396,Customer_396,Jaipur,Premium
C0397,Customer_397,Chennai,Premium
C0398,Customer_398,Delhi,Regular
C0399,Customer_399,Pune,Premium
C0400,Customer_400,Chennai,Regular
C0401,Customer_401,Chandigarh,Corporate
C0402,Customer_402,Ahmedabad,Regular
C0403,Customer_403,Mumbai,Regular
C0404,Customer_404,Ahmedabad,Premium
C0405,Customer_405,Indore,Premium
C0406,Customer_406,Jaipur,Corporate
C0407,Customer_407,Indore,Corporate
C0408,Customer_408,Bengaluru,Regular
C0409,Customer_409,Chennai,Corporate
C0410,Customer_410,Ahmedabad,Premium
C0411,Customer_411,Hyderabad,Regular
C0412,Customer_412,Mumbai,Corporate
C0413,Customer_413,Hyderabad,Regular
C0414,Customer_414,Mumbai,Premium
C0415,Customer_415,Bengaluru,Premium
C0416,Customer_416,Mumbai,Regular
C0417,Customer_417,Mumbai,Corporate
C0418,Customer_418,Chennai,Premium
C0419,Customer_419,Bengaluru,Premium
C0420,Customer_420,Mumbai,Premium
C0421,Customer_421,Chennai,Regular
C0422,Customer_422,Mumbai,Regular
C0423,Customer_423,Indore,Regular
C0424,Customer_424,Ahmedabad,Premium
C0425,Customer_425,Chennai,Corporate
C0426,Customer_426,Delhi,Corporate
C0427,Customer_427,Chandigarh,Premium
C0428,Customer_428,Chandigarh,Premium
C0429,Customer_429,Chennai,Regular
C0430,Customer_430,Hyderabad,Regular
C0431,Customer_431,Jaipur,Regular
C0432,Customer_432,Indore,Corporate
C0433,Customer_433,Jaipur,Regular
C0434,Customer_434,Delhi,Premium
C0435,Customer_435,Chennai,Corporate
C0436,Customer_436,Delhi,Premium
C0437,Customer_437,Hyderabad,Regular
C0438,Customer_438,Bengaluru,Corporate
C0439,Customer_439,Mumbai,Regular
C0440,Customer_440,Hyderabad,Regular
C0441,Customer_441,Bengaluru,Corporate
C0442,Customer_442,Mumbai,Premium
C0443,Customer_443,Chennai,Premium
C0444,Customer_444,Chandigarh,Premium
C0445,Customer_445,Bengaluru,Corporate
C0446,Customer_446,Indore,Corporate
C0447,Customer_447,Chennai,Premium
C0448,Customer_448,Jaipur,Corporate
C0449,Customer_449,Bengaluru,Premium
C0450,Customer_450,Jaipur,Corporate
C0451,Customer_451,Chandigarh,Premium
C0452,Customer_452,Ahmedabad,Premium
C0453,Customer_453,Bengaluru,Corporate
C0454,Customer_454,Mumbai,Regular
C0455,Customer_455,Chennai,Regular
C0456,Customer_456,Mumbai,Corporate
C0457,Customer_457,Pune,Corporate
C0458,Customer_458,Hyderabad,Corporate
C0459,Customer_459,Hyderabad,Regular
C0460,Customer_460,Pune,Regular
C0461,Customer_461,Pune,Premium
C0462,Customer_462,Ahmedabad,Regular
C0463,Customer_463,Hyderabad,Corporate
C0464,Customer_464,Ahmedabad,Premium
C0465,Customer_465,Mumbai,Corporate
C0466,Customer_466,Ahmedabad,Premium
C0467,Customer_467,Jaipur,Corporate
C0468,Customer_468,Indore,Corporate
C0469,Customer_469,Chandigarh,Regular
C0470,Customer_470,Hyderabad,Regular
C0471,Customer_471,Hyderabad,Premium
C0472,Customer_472,Mumbai,Corporate
C0473,Customer_473,Ahmedabad,Premium
C0474,Customer_474,Bengaluru,Regular
C0475,Customer_475,Jaipur,Corporate
C0476,Customer_476,Chandigarh,Premium
C0477,Customer_477,Bengaluru,Regular
C0478,Customer_478,Jaipur,Premium
C0479,Customer_479,Bengaluru,Regular
C0480,Customer_480,Indore,Regular
C0481,Customer_481,Hyderabad,Regular
C0482,Customer_482,Indore,Premium
C0483,Customer_483,Mumbai,Premium
C0484,Customer_484,Chandigarh,Premium
C0485,Customer_485,Chandigarh,Corporate
C0486,Customer_486,Chennai,Regular
C0487,Customer_487,Indore,Premium
C0488,Customer_488,Ahmedabad,Premium
C0489,Customer_489,Ahmedabad,Corporate
C0490,Customer_490,Delhi,Regular
C0491,Customer_491,Pune,Premium
C0492,Customer_492,Chandigarh,Corporate
C0493,Customer_493,Bengaluru,Premium
C0494,Customer_494,Chennai,Premium
C0495,Customer_495,Pune,Corporate
C0496,Customer_496,Indore,Regular
C0497,Customer_497,Bengaluru,Premium
C0498,Customer_498,Chandigarh,Regular
C0499,Customer_499,Hyderabad,Regular
C0500,Customer_500,Chandigarh,Regular
